ARRIVALS,,,,
#sitename,,,,
#onset,,,,
#first motion,,,,
#phase,,,,
#year month day,,,,
#hour minute,,,,
#second,,,,
#uncertainty in seconds,,,,
#peak amplitude,,,,
#frequency at P phase,,,,
,,,,
TIME SERIES,,,,
LLPS,LLPS,LLPS,#sitename,
EHE _,EHN _,EHZ _,#component,
unnamed,unnamed,unnamed,#authority,
20180828,20180828,20180828,#year month day,
438,438,438,#hour minute,
7.112,7.112,7.112,#second,
100,100,100,#samples per second,
27126,27126,27126,#number of samples,
0,0,0,#sync,
,,,#sync source,
--------,--------,--------,,
1019,-2031,277,3545,
983,-2107,261,3546,
980,-2077,267,3547,
1004,-2013,310,3548,
967,-2029,330,3549,
933,-1963,342,3550,
966,-1989,377,3551,
931,-1996,399,3552,
914,-2027,403,3553,
922,-2093,364,3554,
907,-2079,243,3555,
917,-2167,200,3556,
879,-2187,192,3557,
792,-2196,156,3558,
787,-2230,224,3559,
839,-2141,291,3560,
825,-2265,331,3561,
812,-2367,386,3562,
777,-2417,368,3563,
692,-2528,328,3564,
594,-2507,285,3565,
627,-2549,218,3566,
633,-2581,159,3567,
591,-2561,183,3568,
641,-2524,247,3569,
582,-2480,299,3570,
649,-2523,301,3571,
739,-2643,267,3572,
780,-2731,235,3573,
917,-2760,192,3574,
900,-2688,270,3575,
878,-2623,288,3576,
932,-2633,313,3577,
920,-2589,409,3578,
922,-2597,438,3579,
909,-2610,439,3580,
920,-2633,386,3581,
978,-2591,422,3582,
937,-2603,426,3583,
938,-2583,434,3584,
930,-2447,496,3585,
909,-2441,457,3586,
971,-2414,395,3587,
945,-2407,300,3588,
980,-2350,227,3589,
993,-2262,240,3590,
1037,-2187,237,3591,
1145,-2108,302,3592,
1151,-2079,409,3593,
1170,-2067,477,3594,
1075,-2059,572,3595,
1063,-2054,489,3596,
1071,-2048,450,3597,
1013,-1992,494,3598,
1041,-1895,465,3599,
1028,-1760,546,3600,
1040,-1787,530,3601,
1000,-1782,504,3602,
947,-1779,507,3603,
891,-1824,465,3604,
846,-1785,519,3605,
863,-1891,602,3606,
763,-1905,651,3607,
708,-1910,589,3608,
683,-1978,532,3609,
549,-1947,534,3610,
504,-1967,522,3611,
484,-1996,541,3612,
401,-2024,498,3613,
373,-2046,403,3614,
381,-1987,410,3615,
390,-1959,391,3616,
467,-1936,325,3617,
503,-1913,315,3618,
579,-1959,268,3619,
641,-1907,261,3620,
624,-1907,194,3621,
712,-1943,108,3622,
723,-1985,153,3623,
873,-2063,167,3624,
923,-2058,207,3625,
885,-2154,226,3626,
1017,-2199,219,3627,
977,-2245,253,3628,
1023,-2304,219,3629,
981,-2335,256,3630,
934,-2415,301,3631,
999,-2381,322,3632,
950,-2450,376,3633,
999,-2535,317,3634,
989,-2522,263,3635,
960,-2521,227,3636,
958,-2551,241,3637,
973,-2576,274,3638,
1034,-2561,212,3639,
956,-2613,209,3640,
874,-2601,234,3641,
861,-2584,311,3642,
843,-2629,372,3643,
843,-2637,344,3644,
824,-2626,357,3645,
767,-2639,288,3646,
834,-2654,228,3647,
854,-2622,333,3648,
871,-2571,441,3649,
1011,-2460,514,3650,
983,-2482,530,3651,
1017,-2554,493,3652,
1014,-2484,530,3653,
1040,-2492,508,3654,
1133,-2437,474,3655,
1110,-2432,502,3656,
1156,-2437,398,3657,
1061,-2324,298,3658,
1058,-2354,305,3659,
1034,-2372,349,3660,
914,-2397,385,3661,
907,-2355,414,3662,
771,-2311,410,3663,
751,-2389,330,3664,
743,-2409,298,3665,
734,-2432,238,3666,
814,-2401,217,3667,
735,-2361,247,3668,
688,-2352,200,3669,
657,-2315,171,3670,
627,-2303,136,3671,
668,-2304,161,3672,
693,-2308,241,3673,
739,-2333,259,3674,
782,-2301,283,3675,
737,-2179,324,3676,
682,-2063,365,3677,
618,-1987,402,3678,
538,-1934,376,3679,
522,-1893,327,3680,
505,-1865,283,3681,
545,-1848,238,3682,
571,-1804,189,3683,
620,-1804,81,3684,
683,-1824,11,3685,
715,-1849,12,3686,
814,-1892,76,3687,
839,-1891,179,3688,
898,-1932,240,3689,
918,-1935,331,3690,
847,-1952,371,3691,
888,-2002,410,3692,
874,-1983,507,3693,
846,-1953,525,3694,
831,-1887,576,3695,
764,-1896,587,3696,
803,-1929,487,3697,
817,-1915,392,3698,
876,-1944,301,3699,
909,-1953,257,3700,
908,-1991,217,3701,
1007,-2040,247,3702,
933,-2120,349,3703,
940,-2218,330,3704,
961,-2160,381,3705,
897,-2151,465,3706,
929,-2197,412,3707,
843,-2212,381,3708,
864,-2264,361,3709,
889,-2261,390,3710,
863,-2302,379,3711,
966,-2317,318,3712,
971,-2283,341,3713,
1018,-2291,395,3714,
1015,-2275,495,3715,
1000,-2324,494,3716,
1074,-2383,411,3717,
1053,-2389,357,3718,
1123,-2418,281,3719,
1211,-2411,259,3720,
1257,-2390,252,3721,
1345,-2403,259,3722,
1342,-2358,321,3723,
1312,-2390,327,3724,
1308,-2502,321,3725,
1214,-2516,343,3726,
1178,-2546,405,3727,
1081,-2482,516,3728,
986,-2457,540,3729,
978,-2535,514,3730,
891,-2549,467,3731,
936,-2541,449,3732,
866,-2466,540,3733,
809,-2420,549,3734,
815,-2445,513,3735,
694,-2499,516,3736,
687,-2456,459,3737,
656,-2375,474,3738,
680,-2347,481,3739,
642,-2318,447,3740,
589,-2235,510,3741,
576,-2179,510,3742,
470,-2182,490,3743,
509,-2274,430,3744,
512,-2347,377,3745,
481,-2289,369,3746,
474,-2317,327,3747,
430,-2298,403,3748,
448,-2347,405,3749,
516,-2380,349,3750,
569,-2335,362,3751,
599,-2366,350,3752,
629,-2319,372,3753,
614,-2339,371,3754,
579,-2323,410,3755,
561,-2248,472,3756,
600,-2282,422,3757,
578,-2265,383,3758,
639,-2168,384,3759,
679,-2081,426,3760,
552,-2039,468,3761,
567,-2109,426,3762,
539,-2159,390,3763,
523,-2119,275,3764,
609,-2078,183,3765,
643,-2067,184,3766,
689,-2086,134,3767,
687,-2091,163,3768,
662,-2154,183,3769,
701,-2271,211,3770,
740,-2316,257,3771,
732,-2356,267,3772,
754,-2351,358,3773,
834,-2307,390,3774,
915,-2280,429,3775,
982,-2266,445,3776,
1047,-2273,369,3777,
1113,-2174,338,3778,
1156,-2136,302,3779,
1210,-2143,249,3780,
1249,-2161,152,3781,
1278,-2171,69,3782,
1312,-2059,75,3783,
1369,-1998,47,3784,
1443,-1976,10,3785,
1418,-1975,57,3786,
1453,-1994,75,3787,
1430,-1974,119,3788,
1359,-1987,212,3789,
1416,-2016,266,3790,
1399,-2069,304,3791,
1369,-2121,314,3792,
1313,-2090,385,3793,
1266,-2174,453,3794,
1203,-2191,478,3795,
1076,-2117,543,3796,
991,-2106,566,3797,
876,-2078,513,3798,
826,-2179,450,3799,
794,-2225,420,3800,
715,-2213,393,3801,
688,-2218,388,3802,
621,-2157,344,3803,
521,-2148,265,3804,
439,-2162,221,3805,
392,-2159,191,3806,
376,-2217,181,3807,
385,-2321,185,3808,
347,-2351,190,3809,
287,-2315,183,3810,
279,-2309,195,3811,
323,-2377,175,3812,
452,-2395,129,3813,
517,-2373,144,3814,
571,-2378,190,3815,
617,-2357,251,3816,
664,-2406,289,3817,
740,-2421,286,3818,
806,-2446,236,3819,
921,-2425,241,3820,
934,-2285,315,3821,
989,-2306,302,3822,
1066,-2308,288,3823,
1125,-2358,253,3824,
1169,-2393,201,3825,
1106,-2326,242,3826,
1135,-2322,232,3827,
1128,-2274,224,3828,
1130,-2312,224,3829,
1159,-2329,246,3830,
1093,-2318,308,3831,
1154,-2299,262,3832,
1180,-2255,285,3833,
1086,-2232,362,3834,
1064,-2158,421,3835,
1030,-2186,479,3836,
957,-2203,426,3837,
955,-2125,443,3838,
910,-2047,530,3839,
866,-2004,522,3840,
849,-1967,528,3841,
763,-1948,579,3842,
741,-1969,585,3843,
717,-1923,523,3844,
778,-2020,415,3845,
810,-2091,398,3846,
823,-2136,453,3847,
911,-2241,426,3848,
774,-2253,379,3849,
737,-2352,327,3850,
701,-2303,338,3851,
599,-2335,373,3852,
648,-2354,377,3853,
611,-2281,448,3854,
637,-2338,461,3855,
610,-2262,476,3856,
580,-2341,521,3857,
618,-2404,494,3858,
620,-2373,475,3859,
658,-2379,482,3860,
554,-2337,411,3861,
499,-2359,277,3862,
486,-2333,245,3863,
497,-2340,190,3864,
589,-2401,113,3865,
614,-2414,175,3866,
645,-2406,220,3867,
721,-2412,242,3868,
796,-2413,239,3869,
812,-2443,213,3870,
808,-2439,284,3871,
817,-2363,382,3872,
889,-2408,496,3873,
895,-2394,556,3874,
855,-2326,605,3875,
833,-2288,644,3876,
797,-2222,556,3877,
889,-2235,493,3878,
875,-2173,478,3879,
855,-2184,464,3880,
938,-2207,434,3881,
930,-2241,368,3882,
1027,-2294,362,3883,
1018,-2207,442,3884,
1014,-2269,470,3885,
1090,-2295,474,3886,
1051,-2333,491,3887,
1073,-2312,495,3888,
1033,-2174,567,3889,
1063,-2181,552,3890,
1143,-2194,508,3891,
1207,-2278,492,3892,
1208,-2274,450,3893,
1188,-2163,458,3894,
1221,-2126,428,3895,
1196,-2116,459,3896,
1250,-2175,462,3897,
1259,-2182,416,3898,
1252,-2135,393,3899,
1300,-2176,304,3900,
1322,-2197,331,3901,
1253,-2272,346,3902,
1196,-2301,350,3903,
1139,-2264,356,3904,
1079,-2362,271,3905,
1047,-2374,292,3906,
900,-2374,291,3907,
824,-2376,254,3908,
736,-2329,244,3909,
720,-2326,204,3910,
741,-2316,204,3911,
676,-2339,93,3912,
714,-2312,-36,3913,
694,-2268,10,3914,
736,-2234,49,3915,
760,-2151,104,3916,
720,-2100,111,3917,
713,-2070,83,3918,
660,-2045,119,3919,
644,-2057,106,3920,
630,-2051,130,3921,
661,-2025,162,3922,
592,-1985,207,3923,
597,-1899,272,3924,
607,-1883,255,3925,
569,-1937,238,3926,
646,-1960,195,3927,
655,-2023,177,3928,
723,-2034,212,3929,
680,-2004,165,3930,
692,-2011,137,3931,
710,-2036,105,3932,
720,-2075,96,3933,
781,-2116,150,3934,
762,-2144,190,3935,
785,-2109,282,3936,
698,-2127,350,3937,
729,-2103,402,3938,
673,-2161,439,3939,
628,-2213,435,3940,
632,-2177,464,3941,
569,-2226,477,3942,
639,-2211,435,3943,
592,-2298,441,3944,
647,-2338,408,3945,
631,-2356,320,3946,
633,-2407,321,3947,
691,-2409,301,3948,
605,-2432,370,3949,
670,-2460,440,3950,
673,-2453,422,3951,
697,-2400,524,3952,
720,-2446,601,3953,
619,-2396,599,3954,
562,-2400,599,3955,
585,-2425,629,3956,
602,-2370,677,3957,
637,-2342,695,3958,
683,-2246,700,3959,
675,-2276,650,3960,
767,-2262,593,3961,
748,-2212,579,3962,
796,-2213,563,3963,
887,-2191,532,3964,
945,-2250,483,3965,
1083,-2230,429,3966,
1096,-2250,409,3967,
1186,-2291,427,3968,
1118,-2278,441,3969,
1063,-2327,410,3970,
1050,-2317,390,3971,
983,-2315,389,3972,
1070,-2325,393,3973,
1044,-2334,446,3974,
1159,-2370,427,3975,
1191,-2335,386,3976,
1142,-2308,362,3977,
1226,-2297,311,3978,
1150,-2237,342,3979,
1151,-2276,295,3980,
1150,-2270,271,3981,
1124,-2276,299,3982,
1184,-2343,227,3983,
1201,-2286,244,3984,
1250,-2343,276,3985,
1257,-2370,301,3986,
1202,-2404,306,3987,
1190,-2468,271,3988,
1089,-2377,306,3989,
1043,-2306,247,3990,
1045,-2224,254,3991,
1023,-2190,296,3992,
1071,-2208,186,3993,
981,-2136,176,3994,
983,-2118,152,3995,
934,-2139,116,3996,
835,-2134,136,3997,
933,-2191,150,3998,
889,-2187,241,3999,
891,-2198,264,4000,
873,-2238,253,4001,
818,-2225,263,4002,
871,-2255,316,4003,
786,-2242,386,4004,
722,-2197,364,4005,
693,-2187,426,4006,
621,-2162,443,4007,
609,-2174,321,4008,
559,-2218,239,4009,
520,-2229,150,4010,
525,-2233,114,4011,
466,-2202,152,4012,
424,-2206,152,4013,
392,-2179,140,4014,
378,-2073,174,4015,
444,-2025,228,4016,
445,-2003,296,4017,
445,-2027,399,4018,
420,-2022,421,4019,
365,-2035,361,4020,
430,-2087,316,4021,
437,-2087,307,4022,
499,-2176,315,4023,
599,-2148,288,4024,
641,-2136,337,4025,
698,-2234,407,4026,
690,-2266,392,4027,
734,-2357,408,4028,
805,-2405,395,4029,
839,-2530,332,4030,
936,-2606,312,4031,
1077,-2566,358,4032,
1113,-2571,441,4033,
1107,-2525,505,4034,
1091,-2520,554,4035,
1008,-2473,596,4036,
1008,-2379,616,4037,
1017,-2332,630,4038,
971,-2355,579,4039,
1021,-2435,473,4040,
1028,-2415,460,4041,
1035,-2342,457,4042,
1083,-2280,471,4043,
1085,-2261,488,4044,
1131,-2262,373,4045,
1095,-2228,329,4046,
1089,-2244,350,4047,
1107,-2249,345,4048,
1122,-2286,415,4049,
1173,-2311,483,4050,
1121,-2292,480,4051,
1115,-2252,510,4052,
1044,-2266,574,4053,
968,-2293,578,4054,
913,-2260,576,4055,
818,-2249,588,4056,
797,-2114,539,4057,
784,-2093,472,4058,
800,-2096,426,4059,
756,-2103,376,4060,
798,-2149,285,4061,
858,-2070,184,4062,
928,-2113,178,4063,
1000,-2124,168,4064,
946,-2121,169,4065,
978,-2144,222,4066,
867,-2137,228,4067,
822,-2202,258,4068,
821,-2196,287,4069,
743,-2137,283,4070,
821,-2096,289,4071,
791,-2011,309,4072,
763,-1973,343,4073,
747,-1899,369,4074,
658,-1797,323,4075,
698,-1819,224,4076,
723,-1824,185,4077,
770,-1839,173,4078,
824,-1856,167,4079,
753,-1906,187,4080,
822,-2040,238,4081,
772,-2052,306,4082,
701,-2065,302,4083,
681,-2125,302,4084,
560,-2214,338,4085,
604,-2249,367,4086,
482,-2190,426,4087,
491,-2238,373,4088,
630,-2242,312,4089,
645,-2303,333,4090,
769,-2348,337,4091,
677,-2291,465,4092,
609,-2364,507,4093,
625,-2387,436,4094,
586,-2399,419,4095,
679,-2399,324,4096,
661,-2319,293,4097,
704,-2374,293,4098,
776,-2387,283,4099,
756,-2317,332,4100,
811,-2372,319,4101,
740,-2368,301,4102,
795,-2404,256,4103,
836,-2401,140,4104,
874,-2286,75,4105,
990,-2348,78,4106,
917,-2354,34,4107,
912,-2432,-48,4108,
911,-2488,-91,4109,
1235,-2302,-67,4110,
1219,-2369,-4,4111,
801,-2477,84,4112,
920,-2527,155,4113,
982,-2641,178,4114,
1068,-2431,358,4115,
1250,-2138,443,4116,
1099,-2292,315,4117,
950,-2495,325,4118,
1020,-2337,464,4119,
939,-2247,455,4120,
1027,-2209,336,4121,
1061,-2165,360,4122,
853,-2338,244,4123,
959,-2355,149,4124,
1003,-2088,273,4125,
1047,-2093,250,4126,
1061,-2259,204,4127,
1123,-2295,230,4128,
982,-2329,283,4129,
790,-2284,376,4130,
1058,-2369,370,4131,
1051,-2482,295,4132,
1083,-2367,340,4133,
1139,-2165,479,4134,
895,-2225,469,4135,
922,-2385,353,4136,
1064,-2254,408,4137,
1103,-2178,461,4138,
1089,-2120,483,4139,
967,-2057,591,4140,
912,-2138,566,4141,
891,-2134,475,4142,
905,-2129,415,4143,
931,-2151,395,4144,
812,-2245,443,4145,
782,-2354,501,4146,
821,-2340,506,4147,
879,-2380,475,4148,
806,-2413,480,4149,
645,-2603,431,4150,
658,-2702,439,4151,
624,-2493,510,4152,
608,-2361,510,4153,
586,-2297,498,4154,
545,-2355,437,4155,
545,-2388,411,4156,
515,-2343,403,4157,
549,-2252,365,4158,
586,-2127,364,4159,
623,-2079,345,4160,
598,-2055,332,4161,
557,-2124,309,4162,
574,-2127,231,4163,
613,-2055,217,4164,
720,-2019,308,4165,
752,-2043,416,4166,
690,-2113,538,4167,
628,-2154,580,4168,
604,-2192,609,4169,
683,-2204,675,4170,
833,-2263,617,4171,
798,-2223,634,4172,
682,-2127,660,4173,
667,-2042,599,4174,
696,-1929,642,4175,
801,-1953,667,4176,
773,-2041,623,4177,
814,-2139,544,4178,
951,-2063,498,4179,
903,-1973,549,4180,
881,-1993,546,4181,
828,-2055,481,4182,
803,-2149,446,4183,
806,-2043,494,4184,
819,-1946,522,4185,
934,-1979,430,4186,
880,-2076,389,4187,
817,-2179,362,4188,
802,-2181,313,4189,
881,-2153,259,4190,
1077,-2090,116,4191,
1118,-2049,-10,4192,
1070,-2084,-65,4193,
961,-2047,-55,4194,
984,-2049,-37,4195,
1123,-2107,-35,4196,
1217,-2100,26,4197,
1283,-2098,87,4198,
1227,-2075,87,4199,
1174,-2042,152,4200,
1203,-2149,193,4201,
1243,-2182,185,4202,
1248,-2129,210,4203,
1230,-2272,169,4204,
1101,-2316,171,4205,
1045,-2397,132,4206,
1087,-2501,64,4207,
1037,-2507,37,4208,
1080,-2552,-40,4209,
1055,-2575,-46,4210,
1069,-2663,-14,4211,
1050,-2646,45,4212,
900,-2659,98,4213,
857,-2678,148,4214,
773,-2633,244,4215,
811,-2621,293,4216,
771,-2521,396,4217,
718,-2424,497,4218,
658,-2442,440,4219,
484,-2483,363,4220,
473,-2478,258,4221,
471,-2453,195,4222,
583,-2385,229,4223,
685,-2387,204,4224,
732,-2385,159,4225,
720,-2389,111,4226,
650,-2409,142,4227,
692,-2410,224,4228,
753,-2435,243,4229,
777,-2403,331,4230,
811,-2378,459,4231,
844,-2286,475,4232,
787,-2267,499,4233,
865,-2280,545,4234,
879,-2232,555,4235,
890,-2263,624,4236,
935,-2187,655,4237,
839,-2196,666,4238,
907,-2211,669,4239,
853,-2100,600,4240,
825,-2105,591,4241,
894,-2111,610,4242,
946,-2057,575,4243,
976,-2122,571,4244,
892,-2156,595,4245,
893,-2173,501,4246,
892,-2282,432,4247,
963,-2197,464,4248,
972,-2209,465,4249,
949,-2265,484,4250,
906,-2317,428,4251,
832,-2378,371,4252,
760,-2312,389,4253,
670,-2309,362,4254,
634,-2251,342,4255,
541,-2302,287,4256,
603,-2211,221,4257,
561,-2124,199,4258,
554,-2093,145,4259,
583,-2015,144,4260,
492,-2077,267,4261,
567,-2003,293,4262,
544,-2030,267,4263,
553,-2064,244,4264,
542,-2088,219,4265,
508,-2100,262,4266,
569,-2089,297,4267,
602,-2138,358,4268,
697,-2140,365,4269,
740,-2092,414,4270,
685,-2003,493,4271,
636,-2052,524,4272,
657,-1999,548,4273,
715,-1990,523,4274,
757,-1982,522,4275,
803,-1861,484,4276,
853,-1869,501,4277,
874,-1875,562,4278,
936,-1900,539,4279,
965,-1876,502,4280,
948,-1862,479,4281,
1057,-1818,446,4282,
1040,-1798,486,4283,
1080,-1799,529,4284,
1158,-1773,481,4285,
1084,-1852,466,4286,
1147,-1876,379,4287,
1101,-1898,302,4288,
1095,-1965,296,4289,
1085,-2019,300,4290,
1006,-2061,335,4291,
1007,-2146,294,4292,
858,-2213,275,4293,
862,-2239,278,4294,
920,-2309,328,4295,
927,-2385,394,4296,
997,-2449,401,4297,
923,-2453,408,4298,
867,-2472,398,4299,
842,-2487,437,4300,
797,-2533,427,4301,
818,-2640,404,4302,
816,-2717,405,4303,
848,-2758,341,4304,
836,-2698,307,4305,
807,-2714,270,4306,
872,-2764,250,4307,
899,-2804,278,4308,
930,-2891,244,4309,
941,-2900,202,4310,
932,-2918,207,4311,
969,-2951,192,4312,
953,-2995,227,4313,
972,-2923,283,4314,
1010,-2818,280,4315,
1019,-2802,265,4316,
1056,-2752,236,4317,
966,-2678,197,4318,
942,-2592,192,4319,
966,-2520,210,4320,
957,-2508,180,4321,
1079,-2506,155,4322,
1105,-2434,184,4323,
1110,-2516,153,4324,
1160,-2569,78,4325,
1090,-2559,90,4326,
984,-2645,142,4327,
933,-2618,201,4328,
922,-2603,256,4329,
902,-2566,244,4330,
871,-2484,251,4331,
795,-2418,295,4332,
705,-2352,366,4333,
628,-2337,409,4334,
554,-2250,390,4335,
540,-2104,391,4336,
500,-2019,408,4337,
467,-1993,382,4338,
522,-1977,295,4339,
550,-1946,289,4340,
532,-1870,334,4341,
527,-1806,334,4342,
510,-1806,321,4343,
486,-1784,310,4344,
475,-1799,357,4345,
470,-1780,399,4346,
492,-1781,440,4347,
545,-1832,460,4348,
647,-1798,396,4349,
700,-1740,387,4350,
693,-1661,410,4351,
750,-1665,406,4352,
821,-1636,402,4353,
897,-1641,390,4354,
1009,-1668,402,4355,
1025,-1621,442,4356,
1065,-1738,475,4357,
1076,-1816,448,4358,
991,-1825,360,4359,
1031,-1848,288,4360,
1006,-1769,288,4361,
1018,-1765,291,4362,
1105,-1770,316,4363,
1040,-1700,364,4364,
1005,-1761,379,4365,
979,-1809,426,4366,
925,-1869,389,4367,
945,-1927,369,4368,
929,-1953,354,4369,
926,-1965,268,4370,
906,-1917,275,4371,
846,-2012,213,4372,
828,-2091,133,4373,
812,-2212,122,4374,
866,-2345,97,4375,
842,-2409,91,4376,
833,-2476,127,4377,
834,-2511,160,4378,
888,-2579,172,4379,
1030,-2615,194,4380,
983,-2671,254,4381,
1002,-2658,293,4382,
1015,-2678,272,4383,
1006,-2698,331,4384,
1059,-2663,316,4385,
1043,-2656,262,4386,
1067,-2576,252,4387,
1093,-2490,223,4388,
1149,-2446,268,4389,
1186,-2539,249,4390,
1152,-2539,275,4391,
1155,-2521,304,4392,
1157,-2564,310,4393,
1158,-2569,410,4394,
1190,-2698,412,4395,
1126,-2652,475,4396,
1058,-2559,495,4397,
1002,-2593,459,4398,
908,-2620,461,4399,
917,-2665,338,4400,
860,-2631,367,4401,
849,-2518,438,4402,
832,-2414,446,4403,
752,-2341,486,4404,
736,-2222,439,4405,
662,-2171,457,4406,
647,-2112,500,4407,
629,-2054,468,4408,
671,-2118,427,4409,
665,-2134,351,4410,
611,-2120,351,4411,
649,-2060,467,4412,
620,-2103,573,4413,
571,-2186,637,4414,
509,-2176,736,4415,
431,-2201,823,4416,
374,-2246,760,4417,
430,-2307,730,4418,
460,-2349,752,4419,
454,-2427,693,4420,
484,-2468,691,4421,
472,-2517,659,4422,
505,-2492,589,4423,
517,-2403,599,4424,
525,-2376,578,4425,
586,-2338,559,4426,
664,-2357,517,4427,
754,-2298,468,4428,
737,-2222,472,4429,
695,-2138,443,4430,
752,-2053,464,4431,
829,-2028,435,4432,
911,-1973,340,4433,
985,-1946,298,4434,
1056,-1931,219,4435,
1127,-1872,176,4436,
1142,-1896,135,4437,
1129,-1899,56,4438,
1171,-1751,52,4439,
1171,-1840,86,4440,
1198,-1971,79,4441,
1217,-2041,37,4442,
1205,-2146,71,4443,
1176,-2090,171,4444,
1055,-2105,241,4445,
1099,-2099,297,4446,
1046,-2064,348,4447,
938,-2130,351,4448,
940,-2116,370,4449,
869,-2157,345,4450,
829,-2196,243,4451,
766,-2162,222,4452,
712,-2189,204,4453,
699,-2175,154,4454,
725,-2269,103,4455,
719,-2356,59,4456,
718,-2331,76,4457,
738,-2341,160,4458,
707,-2344,187,4459,
606,-2396,158,4460,
490,-2347,269,4461,
577,-2348,262,4462,
581,-2381,144,4463,
548,-2258,244,4464,
563,-2247,347,4465,
473,-2249,246,4466,
463,-2134,224,4467,
510,-2134,329,4468,
624,-2220,254,4469,
624,-2131,239,4470,
626,-2082,311,4471,
707,-2152,222,4472,
758,-2218,175,4473,
803,-2265,182,4474,
763,-2275,157,4475,
782,-2316,176,4476,
709,-2308,224,4477,
728,-2301,258,4478,
825,-2267,310,4479,
835,-2313,341,4480,
926,-2309,315,4481,
913,-2260,358,4482,
1005,-2391,355,4483,
1031,-2411,293,4484,
960,-2375,355,4485,
1075,-2371,409,4486,
973,-2403,422,4487,
1010,-2459,387,4488,
1111,-2443,328,4489,
1020,-2376,329,4490,
1111,-2312,379,4491,
1044,-2260,436,4492,
899,-2243,444,4493,
838,-2273,467,4494,
743,-2254,453,4495,
762,-2216,421,4496,
812,-2195,411,4497,
803,-2197,383,4498,
835,-2136,386,4499,
887,-2112,364,4500,
953,-2196,317,4501,
1014,-2179,300,4502,
1048,-2191,295,4503,
1062,-2205,269,4504,
1038,-2180,263,4505,
1113,-2236,310,4506,
1123,-2223,299,4507,
1106,-2237,255,4508,
1129,-2227,287,4509,
1038,-2229,278,4510,
1043,-2250,213,4511,
1097,-2227,213,4512,
1074,-2237,286,4513,
1084,-2149,331,4514,
1092,-2221,315,4515,
1060,-2323,287,4516,
1038,-2364,244,4517,
1012,-2434,311,4518,
1027,-2391,333,4519,
1017,-2441,303,4520,
980,-2498,362,4521,
1041,-2480,331,4522,
1078,-2583,332,4523,
1163,-2579,402,4524,
1131,-2513,480,4525,
1028,-2571,524,4526,
1012,-2467,544,4527,
925,-2470,534,4528,
972,-2411,500,4529,
902,-2229,525,4530,
869,-2177,500,4531,
870,-2061,518,4532,
799,-2083,540,4533,
851,-2092,501,4534,
754,-2095,470,4535,
749,-2113,363,4536,
711,-2143,327,4537,
717,-2194,334,4538,
760,-2170,314,4539,
709,-2212,365,4540,
769,-2191,317,4541,
738,-2273,350,4542,
731,-2389,396,4543,
688,-2371,335,4544,
642,-2293,444,4545,
664,-2190,472,4546,
614,-2099,497,4547,
541,-2032,532,4548,
478,-2009,444,4549,
434,-1955,441,4550,
463,-1979,390,4551,
501,-1938,367,4552,
451,-1905,371,4553,
509,-1899,268,4554,
509,-1789,245,4555,
556,-1782,271,4556,
666,-1795,312,4557,
642,-1887,367,4558,
706,-1918,371,4559,
630,-1937,398,4560,
663,-2032,366,4561,
713,-1997,382,4562,
725,-2020,447,4563,
840,-1971,441,4564,
767,-1955,513,4565,
796,-1970,436,4566,
733,-1997,345,4567,
761,-2077,323,4568,
858,-2006,261,4569,
879,-2065,424,4570,
947,-2104,481,4571,
853,-2076,446,4572,
866,-2123,456,4573,
810,-2213,377,4574,
796,-2363,355,4575,
892,-2479,365,4576,
832,-2489,398,4577,
813,-2452,384,4578,
837,-2481,391,4579,
796,-2491,381,4580,
787,-2546,334,4581,
834,-2614,320,4582,
816,-2645,265,4583,
873,-2594,317,4584,
836,-2513,402,4585,
759,-2439,421,4586,
814,-2420,416,4587,
811,-2506,372,4588,
863,-2568,332,4589,
866,-2629,392,4590,
839,-2591,379,4591,
789,-2533,279,4592,
747,-2580,320,4593,
793,-2662,301,4594,
796,-2699,246,4595,
857,-2727,260,4596,
962,-2708,289,4597,
993,-2681,336,4598,
1008,-2693,371,4599,
1015,-2662,405,4600,
998,-2686,368,4601,
1125,-2703,365,4602,
1140,-2717,419,4603,
1130,-2688,439,4604,
1151,-2610,476,4605,
1056,-2523,457,4606,
1059,-2421,489,4607,
1011,-2361,549,4608,
1044,-2285,544,4609,
997,-2227,578,4610,
896,-2171,549,4611,
889,-2138,515,4612,
793,-2005,442,4613,
756,-1882,347,4614,
765,-1894,306,4615,
796,-1842,197,4616,
823,-1864,173,4617,
855,-1776,196,4618,
815,-1700,187,4619,
868,-1726,205,4620,
945,-1689,185,4621,
933,-1751,178,4622,
969,-1783,224,4623,
894,-1830,281,4624,
908,-1832,292,4625,
908,-1886,295,4626,
885,-1929,337,4627,
893,-1878,332,4628,
848,-1941,335,4629,
887,-1912,344,4630,
784,-1925,317,4631,
706,-1961,307,4632,
689,-1975,135,4633,
670,-2058,-49,4634,
705,-2051,-101,4635,
677,-2063,-161,4636,
758,-2091,-103,4637,
828,-2087,-62,4638,
846,-2116,-23,4639,
892,-2115,108,4640,
904,-2142,125,4641,
912,-2188,135,4642,
871,-2189,185,4643,
866,-2234,198,4644,
901,-2241,199,4645,
829,-2157,176,4646,
784,-2150,229,4647,
806,-2146,302,4648,
824,-2133,258,4649,
788,-2236,232,4650,
761,-2309,231,4651,
909,-2328,196,4652,
914,-2290,208,4653,
873,-2318,250,4654,
985,-2410,290,4655,
